Trying 192.168.0.22...
Connected to graspr.
Escape character is '^]'.
START OF RUN:
1411434538163,channel 14,15,16,DEC(14),DEC(15),DEC(16)
1411434535389,0001101011000010,0000000000000000,0000000000000000,6850,0,0
1411434535390,0001101011001111,0000000000000000,0000000000000000,6863,0,0
1411434535392,0001101010111011,0000000000000000,0000000000000000,6843,0,0
1411434535394,0001101010111100,0000000000000000,0000000000000000,6844,0,0
1411434535395,0001101100111011,0000000000000000,0000000000000000,6971,0,0
1411434535397,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434535399,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434535400,0001101100000010,0000000000000000,0000000000000000,6914,0,0
1411434535402,0001101011101100,0000000000000000,0000000000000000,6892,0,0
1411434535404,0001101100001000,0000000000000000,0000000000000000,6920,0,0
1411434535405,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434535407,0001101011011001,0000000000000000,0000000000000000,6873,0,0
1411434535409,0001101010111011,0000000000000000,0000000000000000,6843,0,0
1411434535410,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434535412,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434535414,0001101011011110,0000000000000000,0000000000000000,6878,0,0
1411434535415,0001101100110101,0000000000000000,0000000000000000,6965,0,0
1411434535417,0001101010110110,0000000000000000,0000000000000000,6838,0,0
1411434535418,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434535420,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434535422,0001101100001101,0000000000000000,0000000000000000,6925,0,0
1411434535423,0001101011000101,0000000000000000,0000000000000000,6853,0,0
1411434535425,0001101011011100,0000000000000000,0000000000000000,6876,0,0
1411434535427,0001101100001000,0000000000000000,0000000000000000,6920,0,0
1411434535428,0001101100100110,0000000000000000,0000000000000000,6950,0,0
1411434535430,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535432,0001101011111111,0000000000000000,0000000000000000,6911,0,0
1411434535433,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434535435,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434535437,0001101010101110,0000000000000000,0000000000000000,6830,0,0
1411434535438,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434535440,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434535442,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434535443,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434535445,0001101011001011,0000000000000000,0000000000000000,6859,0,0
1411434535447,0001101011010000,0000000000000000,0000000000000000,6864,0,0
1411434535448,0001101011111010,0000000000000000,0000000000000000,6906,0,0
1411434535450,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434535452,0001101011101110,0000000000000000,0000000000000000,6894,0,0
1411434535453,0001101100111001,0000000000000000,0000000000000000,6969,0,0
1411434535455,0001101100000000,0000000000000000,0000000000000000,6912,0,0
1411434535457,0001101100101010,0000000000000000,0000000000000000,6954,0,0
1411434535458,0001101011011001,0000000000000000,0000000000000000,6873,0,0
1411434535461,0001101011111011,0000000000000000,0000000000000000,6907,0,0
1411434535463,0001101100110010,0000000000000000,0000000000000000,6962,0,0
1411434535465,0001101011001000,0000000000000000,0000000000000000,6856,0,0
1411434535466,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434535468,0001101011101100,0000000000000000,0000000000000000,6892,0,0
1411434535470,0001101011111110,0000000000000000,0000000000000000,6910,0,0
1411434535471,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434535473,0001101101001010,0000000000000000,0000000000000000,6986,0,0
1411434535475,0001101011011000,0000000000000000,0000000000000000,6872,0,0
1411434535476,0001101011100000,0000000000000000,0000000000000000,6880,0,0
1411434535478,0001101010111011,0000000000000000,0000000000000000,6843,0,0
1411434535480,0001101100011111,0000000000000000,0000000000000000,6943,0,0
1411434535481,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434535483,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434535485,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434535486,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434535488,0001101011010000,0000000000000000,0000000000000000,6864,0,0
1411434535490,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434535491,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434535493,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434535495,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434535496,0001101100000000,0000000000000000,0000000000000000,6912,0,0
1411434535498,0001101101000100,0000000000000000,0000000000000000,6980,0,0
1411434535499,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434535501,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434535503,0001101100101111,0000000000000000,0000000000000000,6959,0,0
1411434535505,0001101100100010,0000000000000000,0000000000000000,6946,0,0
1411434535506,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434535508,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434535509,0001101011110110,0000000000000000,0000000000000000,6902,0,0
1411434535511,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434535513,0001101011011100,0000000000000000,0000000000000000,6876,0,0
1411434535514,0001101100011000,0000000000000000,0000000000000000,6936,0,0
1411434535516,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434535518,0001101100011101,0000000000000000,0000000000000000,6941,0,0
1411434535519,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434535521,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434535523,0001101100011101,0000000000000000,0000000000000000,6941,0,0
1411434535524,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434535526,0001101101011001,0000000000000000,0000000000000000,7001,0,0
1411434535528,0001101100100010,0000000000000000,0000000000000000,6946,0,0
1411434535529,0001101100011001,0000000000000000,0000000000000000,6937,0,0
1411434535531,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434535533,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434535534,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434535536,0001101100100111,0000000000000000,0000000000000000,6951,0,0
1411434535538,0001101011101100,0000000000000000,0000000000000000,6892,0,0
1411434535539,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434535541,0001101100011001,0000000000000000,0000000000000000,6937,0,0
1411434535543,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434535544,0001101011101111,0000000000000000,0000000000000000,6895,0,0
1411434535546,0001101100101010,0000000000000000,0000000000000000,6954,0,0
1411434535548,0001101011111100,0000000000000000,0000000000000000,6908,0,0
1411434535549,0001101011000100,0000000000000000,0000000000000000,6852,0,0
1411434535551,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434535553,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434535554,0001101011101110,0000000000000000,0000000000000000,6894,0,0
1411434535556,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434535557,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434535559,0001101011110110,0000000000000000,0000000000000000,6902,0,0
1411434535562,0001101100001011,0000000000000000,0000000000000000,6923,0,0
1411434535564,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434535566,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434535567,0001101100011101,0000000000000000,0000000000000000,6941,0,0
1411434535569,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434535570,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434535572,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434535574,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434535575,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535577,0001101011010111,0000000000000000,0000000000000000,6871,0,0
1411434535579,0001101101101110,0000000000000000,0000000000000000,7022,0,0
1411434535580,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434535582,0001101100110011,0000000000000000,0000000000000000,6963,0,0
1411434535584,0001101100000000,0000000000000000,0000000000000000,6912,0,0
1411434535585,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434535587,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434535589,0001101100011100,0000000000000000,0000000000000000,6940,0,0
1411434535590,0001101100011101,0000000000000000,0000000000000000,6941,0,0
1411434535592,0001101001110010,0000000000000000,0000000000000000,6770,0,0
1411434535594,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434535595,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434535597,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434535599,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434535600,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434535602,0001101100011111,0000000000000000,0000000000000000,6943,0,0
1411434535603,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434535605,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535607,0001101011110001,0000000000000000,0000000000000000,6897,0,0
1411434535608,0001101011001010,0000000000000000,0000000000000000,6858,0,0
1411434535610,0001101011111010,0000000000000000,0000000000000000,6906,0,0
1411434535612,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434535614,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434535615,0001101100101100,0000000000000000,0000000000000000,6956,0,0
1411434535617,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434535618,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434535620,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434535622,0001101100101000,0000000000000000,0000000000000000,6952,0,0
1411434535623,0001101011011000,0000000000000000,0000000000000000,6872,0,0
1411434535625,0001101100100010,0000000000000000,0000000000000000,6946,0,0
1411434535627,0001101100101111,0000000000000000,0000000000000000,6959,0,0
1411434535628,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535630,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434535632,0001101101001111,0000000000000000,0000000000000000,6991,0,0
1411434535633,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434535635,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434535636,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434535638,0001101001100000,0000000000000000,0000000000000000,6752,0,0
1411434535640,0001101011101100,0000000000000000,0000000000000000,6892,0,0
1411434535641,0001101011000001,0000000000000000,0000000000000000,6849,0,0
1411434535643,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434535645,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434535646,0001101010111011,0000000000000000,0000000000000000,6843,0,0
1411434535648,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434535650,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434535651,0001101100001011,0000000000000000,0000000000000000,6923,0,0
1411434535653,0001101011010100,0000000000000000,0000000000000000,6868,0,0
1411434535655,0001101100000011,0000000000000000,0000000000000000,6915,0,0
1411434535656,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434535658,0001101001111100,0000000000000000,0000000000000000,6780,0,0
1411434535660,0001101011101111,0000000000000000,0000000000000000,6895,0,0
1411434535662,0001101001111111,0000000000000000,0000000000000000,6783,0,0
1411434535664,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434535666,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434535668,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434535670,0001101011111110,0000000000000000,0000000000000000,6910,0,0
1411434535671,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434535673,0001101011101100,0000000000000000,0000000000000000,6892,0,0
1411434535675,0001101101011101,0000000000000000,0000000000000000,7005,0,0
1411434535676,0001101100101000,0000000000000000,0000000000000000,6952,0,0
1411434535678,0001101011010100,0000000000000000,0000000000000000,6868,0,0
1411434535680,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434535681,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434535683,0001101011011110,0000000000000000,0000000000000000,6878,0,0
1411434535685,0001101011010111,0000000000000000,0000000000000000,6871,0,0
1411434535686,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434535688,0001101011011000,0000000000000000,0000000000000000,6872,0,0
1411434535689,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535691,0001101101000110,0000000000000000,0000000000000000,6982,0,0
1411434535693,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434535695,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434535696,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434535698,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434535699,0001101011000100,0000000000000000,0000000000000000,6852,0,0
1411434535701,0001101100101011,0000000000000000,0000000000000000,6955,0,0
1411434535703,0001101100100000,0000000000000000,0000000000000000,6944,0,0
1411434535704,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434535706,0001101100111100,0000000000000000,0000000000000000,6972,0,0
1411434535708,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434535709,0001101011000010,0000000000000000,0000000000000000,6850,0,0
1411434535711,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434535713,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434535714,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434535716,0001101100000000,0000000000000000,0000000000000000,6912,0,0
1411434535718,0001101011101111,0000000000000000,0000000000000000,6895,0,0
1411434535719,0001101001110000,0000000000000000,0000000000000000,6768,0,0
1411434535721,0001101100110011,0000000000000000,0000000000000000,6963,0,0
1411434535723,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434535724,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434535726,0001101011010110,0000000000000000,0000000000000000,6870,0,0
1411434535728,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434535729,0001101010111010,0000000000000000,0000000000000000,6842,0,0
1411434535731,0001101100011111,0000000000000000,0000000000000000,6943,0,0
1411434535733,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434535734,0001101011001101,0000000000000000,0000000000000000,6861,0,0
1411434535736,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535738,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434535739,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434535741,0001101011010111,0000000000000000,0000000000000000,6871,0,0
1411434535743,0001101011010111,0000000000000000,0000000000000000,6871,0,0
1411434535744,0001101100101111,0000000000000000,0000000000000000,6959,0,0
1411434535746,0001101011110110,0000000000000000,0000000000000000,6902,0,0
1411434535748,0001101011000101,0000000000000000,0000000000000000,6853,0,0
1411434535749,0001101011101011,0000000000000000,0000000000000000,6891,0,0
1411434535751,0001101011110001,0000000000000000,0000000000000000,6897,0,0
1411434535753,0001101010001000,0000000000000000,0000000000000000,6792,0,0
1411434535754,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535756,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434535758,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434535759,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434535761,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434535763,0001101010111111,0000000000000000,0000000000000000,6847,0,0
1411434535765,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434535767,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434535769,0001101100110000,0000000000000000,0000000000000000,6960,0,0
1411434535771,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434535772,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434535774,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434535776,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434535777,0001101100010011,0000000000000000,0000000000000000,6931,0,0
1411434535779,0001101011001110,0000000000000000,0000000000000000,6862,0,0
1411434535781,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434535782,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434535784,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434535785,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434535787,0001101100000011,0000000000000000,0000000000000000,6915,0,0
1411434535789,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434535791,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434535792,0001101100100010,0000000000000000,0000000000000000,6946,0,0
1411434535794,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434535795,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434535797,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434535799,0001101100010110,0000000000000000,0000000000000000,6934,0,0
1411434535800,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434535802,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434535804,0001101011111110,0000000000000000,0000000000000000,6910,0,0
1411434535805,0001101100101110,0000000000000000,0000000000000000,6958,0,0
1411434535807,0001101100011000,0000000000000000,0000000000000000,6936,0,0
1411434535809,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535810,0001101101010011,0000000000000000,0000000000000000,6995,0,0
1411434535812,0001101100100001,0000000000000000,0000000000000000,6945,0,0
1411434535814,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434535815,0001101100100111,0000000000000000,0000000000000000,6951,0,0
1411434535817,0001101010111100,0000000000000000,0000000000000000,6844,0,0
1411434535819,0001101100101011,0000000000000000,0000000000000000,6955,0,0
1411434535820,0001101100010110,0000000000000000,0000000000000000,6934,0,0
1411434535822,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434535824,0001101100000110,0000000000000000,0000000000000000,6918,0,0
1411434535825,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434535827,0001101100110000,0000000000000000,0000000000000000,6960,0,0
1411434535829,0001101011010111,0000000000000000,0000000000000000,6871,0,0
1411434535830,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434535832,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434535834,0001101100100110,0000000000000000,0000000000000000,6950,0,0
1411434535835,0001101100011111,0000000000000000,0000000000000000,6943,0,0
1411434535837,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434535839,0001101100101111,0000000000000000,0000000000000000,6959,0,0
1411434535840,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434535842,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434535843,0001101010010111,0000000000000000,0000000000000000,6807,0,0
1411434535845,0001101011100000,0000000000000000,0000000000000000,6880,0,0
1411434535847,0001101011110110,0000000000000000,0000000000000000,6902,0,0
1411434535848,0001101100101001,0000000000000000,0000000000000000,6953,0,0
1411434535850,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434535852,0001101100011111,0000000000000000,0000000000000000,6943,0,0
1411434535853,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434535855,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434535857,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434535858,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434535860,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535862,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535863,0001101100101000,0000000000000000,0000000000000000,6952,0,0
1411434535866,0001101011111011,0000000000000000,0000000000000000,6907,0,0
1411434535868,0001101011000101,0000000000000000,0000000000000000,6853,0,0
1411434535870,0001101100101001,0000000000000000,0000000000000000,6953,0,0
1411434535871,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434535873,0001101011000110,0000000000000000,0000000000000000,6854,0,0
1411434535875,0001101100010110,0000000000000000,0000000000000000,6934,0,0
1411434535876,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434535878,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434535880,0001101100001000,0000000000000000,0000000000000000,6920,0,0
1411434535881,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434535883,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434535885,0001101100110000,0000000000000000,0000000000000000,6960,0,0
1411434535886,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434535888,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434535890,0001101100111010,0000000000000000,0000000000000000,6970,0,0
1411434535891,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434535893,0001101010111101,0000000000000000,0000000000000000,6845,0,0
1411434535895,0001101011101011,0000000000000000,0000000000000000,6891,0,0
1411434535896,0001101011011000,0000000000000000,0000000000000000,6872,0,0
1411434535898,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434535900,0001101100011001,0000000000000000,0000000000000000,6937,0,0
1411434535902,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434535903,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434535905,0001101011001010,0000000000000000,0000000000000000,6858,0,0
1411434535906,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434535908,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434535910,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434535911,0001101011001001,0000000000000000,0000000000000000,6857,0,0
1411434535913,0001101100010110,0000000000000000,0000000000000000,6934,0,0
1411434535915,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434535916,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434535918,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434535920,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434535921,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434535923,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434535925,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434535926,0001101010000100,0000000000000000,0000000000000000,6788,0,0
1411434535928,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535930,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434535931,0001101100110011,0000000000000000,0000000000000000,6963,0,0
1411434535933,0001101010111001,0000000000000000,0000000000000000,6841,0,0
1411434535935,0001101101110011,0000000000000000,0000000000000000,7027,0,0
1411434535936,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434535938,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434535940,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434535941,0001101011101110,0000000000000000,0000000000000000,6894,0,0
1411434535943,0001101011000011,0000000000000000,0000000000000000,6851,0,0
1411434535945,0001101011011110,0000000000000000,0000000000000000,6878,0,0
1411434535946,0001101010011001,0000000000000000,0000000000000000,6809,0,0
1411434535948,0001101011000001,0000000000000000,0000000000000000,6849,0,0
1411434535950,0001101101100101,0000000000000000,0000000000000000,7013,0,0
1411434535951,0001101011111000,0000000000000000,0000000000000000,6904,0,0
1411434535953,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434535955,0001101100100110,0000000000000000,0000000000000000,6950,0,0
1411434535956,0001101100110010,0000000000000000,0000000000000000,6962,0,0
1411434535958,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434535959,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434535961,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434535963,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434535964,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434535967,0001101100100111,0000000000000000,0000000000000000,6951,0,0
1411434535969,0001101100100001,0000000000000000,0000000000000000,6945,0,0
1411434535971,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434535973,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434535974,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434535976,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434535978,0001101011000101,0000000000000000,0000000000000000,6853,0,0
1411434535979,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434535981,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434535983,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434535984,0001101011011110,0000000000000000,0000000000000000,6878,0,0
1411434535986,0001101100101010,0000000000000000,0000000000000000,6954,0,0
1411434535988,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434535989,0001101011010011,0000000000000000,0000000000000000,6867,0,0
1411434535991,0001101100100001,0000000000000000,0000000000000000,6945,0,0
1411434535993,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434535994,0001101011000011,0000000000000000,0000000000000000,6851,0,0
1411434535996,0001101011001110,0000000000000000,0000000000000000,6862,0,0
1411434535998,0001101101010000,0000000000000000,0000000000000000,6992,0,0
1411434535999,0001101100100001,0000000000000000,0000000000000000,6945,0,0
1411434536001,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434536002,0001101100011101,0000000000000000,0000000000000000,6941,0,0
1411434536004,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434536006,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434536007,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434536009,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434536011,0001101100000100,0000000000000000,0000000000000000,6916,0,0
1411434536012,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434536014,0001101100011000,0000000000000000,0000000000000000,6936,0,0
1411434536016,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434536017,0001101100000100,0000000000000000,0000000000000000,6916,0,0
1411434536019,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434536021,0001101011010110,0000000000000000,0000000000000000,6870,0,0
1411434536022,0001101011110101,0000000000000000,0000000000000000,6901,0,0
1411434536024,0001101011101011,0000000000000000,0000000000000000,6891,0,0
1411434536026,0001101011110000,0000000000000000,0000000000000000,6896,0,0
1411434536027,0001101001100111,0000000000000000,0000000000000000,6759,0,0
1411434536029,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434536031,0001101011110100,0000000000000000,0000000000000000,6900,0,0
1411434536032,0001101011010110,0000000000000000,0000000000000000,6870,0,0
1411434536034,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434536036,0001101011000011,0000000000000000,0000000000000000,6851,0,0
1411434536037,0001101010111101,0000000000000000,0000000000000000,6845,0,0
1411434536039,0001101011101011,0000000000000000,0000000000000000,6891,0,0
1411434536041,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434536042,0001101011110001,0000000000000000,0000000000000000,6897,0,0
1411434536044,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434536046,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434536047,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434536049,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434536050,0001101011011110,0000000000000000,0000000000000000,6878,0,0
1411434536052,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434536054,0001101100100010,0000000000000000,0000000000000000,6946,0,0
1411434536055,0001101100010110,0000000000000000,0000000000000000,6934,0,0
1411434536057,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434536059,0001101100011111,0000000000000000,0000000000000000,6943,0,0
1411434536060,0001101100000100,0000000000000000,0000000000000000,6916,0,0
1411434536062,0001101010111010,0000000000000000,0000000000000000,6842,0,0
1411434536064,0001101100000000,0000000000000000,0000000000000000,6912,0,0
1411434536065,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434536067,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434536070,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434536072,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434536073,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434536075,0001101011110010,0000000000000000,0000000000000000,6898,0,0
