Trying 192.168.0.22...
Connected to graspr.
Escape character is '^]'.
START OF RUN:
1411434538163,channel 14,15,16,DEC(14),DEC(15),DEC(16)
1411434522775,0001101011011001,0000000000000000,0000000000000000,6873,0,0
1411434522777,0001101011111110,0000000000000000,0000000000000000,6910,0,0
1411434522779,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434522780,0001101100010011,0000000000000000,0000000000000000,6931,0,0
1411434522782,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434522784,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434522785,0001101011110110,0000000000000000,0000000000000000,6902,0,0
1411434522787,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434522789,0001101011010001,0000000000000000,0000000000000000,6865,0,0
1411434522791,0001101010101100,0000000000000000,0000000000000000,6828,0,0
1411434522793,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434522795,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434522797,0001101100101010,0000000000000000,0000000000000000,6954,0,0
1411434522798,0001101100011100,0000000000000000,0000000000000000,6940,0,0
1411434522800,0001101100111110,0000000000000000,0000000000000000,6974,0,0
1411434522802,0001101011001100,0000000000000000,0000000000000000,6860,0,0
1411434522803,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434522805,0001101100110011,0000000000000000,0000000000000000,6963,0,0
1411434522807,0001101010111000,0000000000000000,0000000000000000,6840,0,0
1411434522808,0001101011111111,0000000000000000,0000000000000000,6911,0,0
1411434522810,0001101101001000,0000000000000000,0000000000000000,6984,0,0
1411434522812,0001101100100001,0000000000000000,0000000000000000,6945,0,0
1411434522813,0001101011011100,0000000000000000,0000000000000000,6876,0,0
1411434522815,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434522817,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434522818,0001101011010000,0000000000000000,0000000000000000,6864,0,0
1411434522820,0001101100011101,0000000000000000,0000000000000000,6941,0,0
1411434522822,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434522823,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434522825,0001101100100000,0000000000000000,0000000000000000,6944,0,0
1411434522826,0001101100101111,0000000000000000,0000000000000000,6959,0,0
1411434522828,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434522830,0001101011110001,0000000000000000,0000000000000000,6897,0,0
1411434522831,0001101100011100,0000000000000000,0000000000000000,6940,0,0
1411434522833,0001101100001101,0000000000000000,0000000000000000,6925,0,0
1411434522835,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434522836,0001101100100010,0000000000000000,0000000000000000,6946,0,0
1411434522838,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434522840,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434522841,0001101011010010,0000000000000000,0000000000000000,6866,0,0
1411434522843,0001101100111100,0000000000000000,0000000000000000,6972,0,0
1411434522845,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434522846,0001101100100000,0000000000000000,0000000000000000,6944,0,0
1411434522848,0001101100110111,0000000000000000,0000000000000000,6967,0,0
1411434522850,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434522851,0001101100101000,0000000000000000,0000000000000000,6952,0,0
1411434522853,0001101010111111,0000000000000000,0000000000000000,6847,0,0
1411434522855,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434522856,0001101010111110,0000000000000000,0000000000000000,6846,0,0
1411434522858,0001101001110111,0000000000000000,0000000000000000,6775,0,0
1411434522859,0001101100101011,0000000000000000,0000000000000000,6955,0,0
1411434522861,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434522863,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434522864,0001101011011000,0000000000000000,0000000000000000,6872,0,0
1411434522866,0001101100100110,0000000000000000,0000000000000000,6950,0,0
1411434522868,0001101100110110,0000000000000000,0000000000000000,6966,0,0
1411434522870,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434522871,0001101011001101,0000000000000000,0000000000000000,6861,0,0
1411434522873,0001101100100110,0000000000000000,0000000000000000,6950,0,0
1411434522875,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434522876,0001101011111100,0000000000000000,0000000000000000,6908,0,0
1411434522878,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434522880,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434522881,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434522883,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434522885,0001101100101000,0000000000000000,0000000000000000,6952,0,0
1411434522886,0001101100110000,0000000000000000,0000000000000000,6960,0,0
1411434522888,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434522890,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434522892,0001101100011111,0000000000000000,0000000000000000,6943,0,0
1411434522894,0001101011000000,0000000000000000,0000000000000000,6848,0,0
1411434522896,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434522898,0001101010111111,0000000000000000,0000000000000000,6847,0,0
1411434522899,0001101100011111,0000000000000000,0000000000000000,6943,0,0
1411434522901,0001101011001110,0000000000000000,0000000000000000,6862,0,0
1411434522903,0001101011010011,0000000000000000,0000000000000000,6867,0,0
1411434522904,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434522906,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434522907,0001101100011011,0000000000000000,0000000000000000,6939,0,0
1411434522909,0001101100011101,0000000000000000,0000000000000000,6941,0,0
1411434522911,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434522912,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434522914,0001101100100100,0000000000000000,0000000000000000,6948,0,0
1411434522916,0001101100011011,0000000000000000,0000000000000000,6939,0,0
1411434522917,0001101011110101,0000000000000000,0000000000000000,6901,0,0
1411434522919,0001101011001101,0000000000000000,0000000000000000,6861,0,0
1411434522921,0001101011111011,0000000000000000,0000000000000000,6907,0,0
1411434522923,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434522924,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434522926,0001101011001111,0000000000000000,0000000000000000,6863,0,0
1411434522927,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434522929,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434522931,0001101100110110,0000000000000000,0000000000000000,6966,0,0
1411434522932,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434522934,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434522936,0001101100101001,0000000000000000,0000000000000000,6953,0,0
1411434522937,0001101100011100,0000000000000000,0000000000000000,6940,0,0
1411434522939,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434522941,0001101100000011,0000000000000000,0000000000000000,6915,0,0
1411434522942,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434522944,0001101100000100,0000000000000000,0000000000000000,6916,0,0
1411434522946,0001101100001011,0000000000000000,0000000000000000,6923,0,0
1411434522947,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434522949,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434522951,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434522952,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434522954,0001101100000010,0000000000000000,0000000000000000,6914,0,0
1411434522956,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434522957,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434522959,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434522961,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434522962,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434522964,0001101011000011,0000000000000000,0000000000000000,6851,0,0
1411434522966,0001101001111001,0000000000000000,0000000000000000,6777,0,0
1411434522967,0001101100011101,0000000000000000,0000000000000000,6941,0,0
1411434522969,0001101100110100,0000000000000000,0000000000000000,6964,0,0
1411434522971,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434522972,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434522974,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434522975,0001101100101011,0000000000000000,0000000000000000,6955,0,0
1411434522977,0001101011110001,0000000000000000,0000000000000000,6897,0,0
1411434522979,0001101011000111,0000000000000000,0000000000000000,6855,0,0
1411434522980,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434522982,0001101100011100,0000000000000000,0000000000000000,6940,0,0
1411434522984,0001101100011000,0000000000000000,0000000000000000,6936,0,0
1411434522985,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434522987,0001101100101000,0000000000000000,0000000000000000,6952,0,0
1411434522989,0001101011101111,0000000000000000,0000000000000000,6895,0,0
1411434522990,0001101100100110,0000000000000000,0000000000000000,6950,0,0
1411434522992,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434522995,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434522997,0001101011000110,0000000000000000,0000000000000000,6854,0,0
1411434522998,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434523000,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434523002,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434523003,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434523005,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434523007,0001101101100010,0000000000000000,0000000000000000,7010,0,0
1411434523008,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434523010,0001101100101010,0000000000000000,0000000000000000,6954,0,0
1411434523012,0001101100011000,0000000000000000,0000000000000000,6936,0,0
1411434523013,0001101100101011,0000000000000000,0000000000000000,6955,0,0
1411434523015,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434523017,0001101011100000,0000000000000000,0000000000000000,6880,0,0
1411434523018,0001101011000101,0000000000000000,0000000000000000,6853,0,0
1411434523020,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434523022,0001101100100111,0000000000000000,0000000000000000,6951,0,0
1411434523023,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434523025,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434523026,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434523028,0001101100010001,0000000000000000,0000000000000000,6929,0,0
1411434523030,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434523031,0001101011111000,0000000000000000,0000000000000000,6904,0,0
1411434523033,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434523035,0001101011110101,0000000000000000,0000000000000000,6901,0,0
1411434523036,0001101100011011,0000000000000000,0000000000000000,6939,0,0
1411434523038,0001101100100100,0000000000000000,0000000000000000,6948,0,0
1411434523040,0001101100010110,0000000000000000,0000000000000000,6934,0,0
1411434523041,0001101011101011,0000000000000000,0000000000000000,6891,0,0
1411434523043,0001101011011110,0000000000000000,0000000000000000,6878,0,0
1411434523045,0001101100110001,0000000000000000,0000000000000000,6961,0,0
1411434523046,0001101011101111,0000000000000000,0000000000000000,6895,0,0
1411434523048,0001101100101010,0000000000000000,0000000000000000,6954,0,0
1411434523050,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434523051,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434523053,0001101011000010,0000000000000000,0000000000000000,6850,0,0
1411434523055,0001101101110111,0000000000000000,0000000000000000,7031,0,0
1411434523056,0001101011110000,0000000000000000,0000000000000000,6896,0,0
1411434523058,0001101011001000,0000000000000000,0000000000000000,6856,0,0
1411434523059,0001101011000101,0000000000000000,0000000000000000,6853,0,0
1411434523061,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434523063,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434523065,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434523066,0001101011101100,0000000000000000,0000000000000000,6892,0,0
1411434523068,0001101100000010,0000000000000000,0000000000000000,6914,0,0
1411434523069,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434523071,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434523073,0001101011000100,0000000000000000,0000000000000000,6852,0,0
1411434523074,0001101011111111,0000000000000000,0000000000000000,6911,0,0
1411434523076,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434523078,0001101100100110,0000000000000000,0000000000000000,6950,0,0
1411434523079,0001101011011100,0000000000000000,0000000000000000,6876,0,0
1411434523081,0001101101010100,0000000000000000,0000000000000000,6996,0,0
1411434523083,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434523084,0001101101011101,0000000000000000,0000000000000000,7005,0,0
1411434523086,0001101011101100,0000000000000000,0000000000000000,6892,0,0
1411434523089,0001101100000110,0000000000000000,0000000000000000,6918,0,0
1411434523091,0001101011101110,0000000000000000,0000000000000000,6894,0,0
1411434523092,0001101011001111,0000000000000000,0000000000000000,6863,0,0
1411434523095,0001101010000101,0000000000000000,0000000000000000,6789,0,0
1411434523097,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434523099,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434523100,0001101011000100,0000000000000000,0000000000000000,6852,0,0
1411434523102,0001101011010011,0000000000000000,0000000000000000,6867,0,0
1411434523104,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434523105,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434523107,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434523109,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434523110,0001101100011100,0000000000000000,0000000000000000,6940,0,0
1411434523112,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434523114,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434523115,0001101011000011,0000000000000000,0000000000000000,6851,0,0
1411434523117,0001101100010001,0000000000000000,0000000000000000,6929,0,0
1411434523119,0001101100000110,0000000000000000,0000000000000000,6918,0,0
1411434523120,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434523122,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434523124,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434523125,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434523127,0001101011110001,0000000000000000,0000000000000000,6897,0,0
1411434523129,0001101100110111,0000000000000000,0000000000000000,6967,0,0
1411434523130,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434523132,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434523134,0001101100101101,0000000000000000,0000000000000000,6957,0,0
1411434523135,0001101011110000,0000000000000000,0000000000000000,6896,0,0
1411434523137,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434523138,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434523140,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434523142,0001101011001100,0000000000000000,0000000000000000,6860,0,0
1411434523143,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434523145,0001101011010100,0000000000000000,0000000000000000,6868,0,0
1411434523147,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434523148,0001101011010011,0000000000000000,0000000000000000,6867,0,0
1411434523150,0001101011101011,0000000000000000,0000000000000000,6891,0,0
1411434523152,0001101011100000,0000000000000000,0000000000000000,6880,0,0
1411434523153,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434523155,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434523157,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434523158,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434523160,0001101100100100,0000000000000000,0000000000000000,6948,0,0
1411434523162,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434523163,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434523165,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434523167,0001101100001000,0000000000000000,0000000000000000,6920,0,0
1411434523168,0001101011011001,0000000000000000,0000000000000000,6873,0,0
1411434523170,0001101011111110,0000000000000000,0000000000000000,6910,0,0
1411434523172,0001101010111010,0000000000000000,0000000000000000,6842,0,0
1411434523173,0001101011010010,0000000000000000,0000000000000000,6866,0,0
1411434523175,0001101100100100,0000000000000000,0000000000000000,6948,0,0
1411434523177,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434523178,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434523180,0001101100101110,0000000000000000,0000000000000000,6958,0,0
1411434523182,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434523183,0001101010110010,0000000000000000,0000000000000000,6834,0,0
1411434523185,0001101011011100,0000000000000000,0000000000000000,6876,0,0
1411434523186,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434523188,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434523190,0001101011001001,0000000000000000,0000000000000000,6857,0,0
1411434523192,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434523193,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434523195,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434523198,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434523200,0001101011010011,0000000000000000,0000000000000000,6867,0,0
1411434523201,0001101011001000,0000000000000000,0000000000000000,6856,0,0
1411434523203,0001101100011100,0000000000000000,0000000000000000,6940,0,0
1411434523205,0001101100101000,0000000000000000,0000000000000000,6952,0,0
1411434523206,0001101011010110,0000000000000000,0000000000000000,6870,0,0
1411434523208,0001101011111010,0000000000000000,0000000000000000,6906,0,0
1411434523210,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434523211,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434523213,0001101100110100,0000000000000000,0000000000000000,6964,0,0
1411434523215,0001101101100001,0000000000000000,0000000000000000,7009,0,0
1411434523216,0001101010011101,0000000000000000,0000000000000000,6813,0,0
1411434523218,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434523220,0001101011000100,0000000000000000,0000000000000000,6852,0,0
1411434523221,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434523223,0001101100100111,0000000000000000,0000000000000000,6951,0,0
1411434523225,0001101011101111,0000000000000000,0000000000000000,6895,0,0
1411434523226,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434523228,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434523230,0001101100100000,0000000000000000,0000000000000000,6944,0,0
1411434523231,0001101100000100,0000000000000000,0000000000000000,6916,0,0
1411434523233,0001101100101010,0000000000000000,0000000000000000,6954,0,0
1411434523235,0001101100010110,0000000000000000,0000000000000000,6934,0,0
1411434523236,0001101100011110,0000000000000000,0000000000000000,6942,0,0
1411434523238,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434523239,0001101100100100,0000000000000000,0000000000000000,6948,0,0
1411434523241,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434523243,0001101011001001,0000000000000000,0000000000000000,6857,0,0
1411434523244,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434523246,0001101100110101,0000000000000000,0000000000000000,6965,0,0
1411434523248,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434523249,0001101101110010,0000000000000000,0000000000000000,7026,0,0
1411434523251,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434523253,0001101011100000,0000000000000000,0000000000000000,6880,0,0
1411434523254,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434523256,0001101011000010,0000000000000000,0000000000000000,6850,0,0
1411434523258,0001101100110110,0000000000000000,0000000000000000,6966,0,0
1411434523259,0001101011111111,0000000000000000,0000000000000000,6911,0,0
1411434523261,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434523263,0001101100101001,0000000000000000,0000000000000000,6953,0,0
1411434523264,0001101011010100,0000000000000000,0000000000000000,6868,0,0
1411434523266,0001101100011011,0000000000000000,0000000000000000,6939,0,0
1411434523268,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434523269,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434523271,0001101101011100,0000000000000000,0000000000000000,7004,0,0
1411434523273,0001101011110101,0000000000000000,0000000000000000,6901,0,0
1411434523274,0001101011010010,0000000000000000,0000000000000000,6866,0,0
1411434523276,0001101101000110,0000000000000000,0000000000000000,6982,0,0
1411434523277,0001101100110111,0000000000000000,0000000000000000,6967,0,0
1411434523279,0001101100101100,0000000000000000,0000000000000000,6956,0,0
1411434523281,0001101011001111,0000000000000000,0000000000000000,6863,0,0
1411434523282,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434523284,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434523286,0001101100110001,0000000000000000,0000000000000000,6961,0,0
1411434523287,0001101100010001,0000000000000000,0000000000000000,6929,0,0
1411434523289,0001101100101011,0000000000000000,0000000000000000,6955,0,0
1411434523291,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434523292,0001101101010101,0000000000000000,0000000000000000,6997,0,0
1411434523294,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434523296,0001101100001101,0000000000000000,0000000000000000,6925,0,0
1411434523298,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434523300,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434523302,0001101010010100,0000000000000000,0000000000000000,6804,0,0
1411434523304,0001101101011101,0000000000000000,0000000000000000,7005,0,0
1411434523305,0001101100101100,0000000000000000,0000000000000000,6956,0,0
1411434523307,0001101011111000,0000000000000000,0000000000000000,6904,0,0
1411434523309,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434523310,0001101010001000,0000000000000000,0000000000000000,6792,0,0
1411434523312,0001101100111011,0000000000000000,0000000000000000,6971,0,0
1411434523314,0001101011001110,0000000000000000,0000000000000000,6862,0,0
1411434523315,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434523317,0001101100000011,0000000000000000,0000000000000000,6915,0,0
1411434523319,0001101011110100,0000000000000000,0000000000000000,6900,0,0
1411434523320,0001101010111110,0000000000000000,0000000000000000,6846,0,0
1411434523322,0001101011110101,0000000000000000,0000000000000000,6901,0,0
1411434523324,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434523325,0001101010011011,0000000000000000,0000000000000000,6811,0,0
1411434523327,0001101101101101,0000000000000000,0000000000000000,7021,0,0
1411434523329,0001101100001011,0000000000000000,0000000000000000,6923,0,0
1411434523330,0001101011110100,0000000000000000,0000000000000000,6900,0,0
1411434523332,0001101011101110,0000000000000000,0000000000000000,6894,0,0
1411434523334,0001101011111010,0000000000000000,0000000000000000,6906,0,0
1411434523335,0001101100101100,0000000000000000,0000000000000000,6956,0,0
1411434523337,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434523339,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434523340,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434523342,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434523344,0001101010100001,0000000000000000,0000000000000000,6817,0,0
1411434523345,0001101011010010,0000000000000000,0000000000000000,6866,0,0
1411434523347,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434523348,0001101011001100,0000000000000000,0000000000000000,6860,0,0
1411434523350,0001101100101000,0000000000000000,0000000000000000,6952,0,0
1411434523352,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434523353,0001101100100001,0000000000000000,0000000000000000,6945,0,0
1411434523355,0001101011001111,0000000000000000,0000000000000000,6863,0,0
1411434523357,0001101010001011,0000000000000000,0000000000000000,6795,0,0
1411434523358,0001101011110001,0000000000000000,0000000000000000,6897,0,0
1411434523360,0001101100000011,0000000000000000,0000000000000000,6915,0,0
1411434523362,0001101011011000,0000000000000000,0000000000000000,6872,0,0
1411434523363,0001101011101110,0000000000000000,0000000000000000,6894,0,0
1411434523365,0001101100101111,0000000000000000,0000000000000000,6959,0,0
1411434523367,0001101100110010,0000000000000000,0000000000000000,6962,0,0
1411434523368,0001101100000100,0000000000000000,0000000000000000,6916,0,0
1411434523370,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434523372,0001101100101111,0000000000000000,0000000000000000,6959,0,0
1411434523373,0001101101010101,0000000000000000,0000000000000000,6997,0,0
1411434523375,0001101010011001,0000000000000000,0000000000000000,6809,0,0
1411434523377,0001101100110100,0000000000000000,0000000000000000,6964,0,0
1411434523378,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434523380,0001101101011010,0000000000000000,0000000000000000,7002,0,0
1411434523382,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434523383,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434523385,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434523387,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434523388,0001101011110100,0000000000000000,0000000000000000,6900,0,0
1411434523390,0001101011000010,0000000000000000,0000000000000000,6850,0,0
1411434523392,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434523393,0001101010001011,0000000000000000,0000000000000000,6795,0,0
1411434523395,0001101100011011,0000000000000000,0000000000000000,6939,0,0
1411434523396,0001101100101011,0000000000000000,0000000000000000,6955,0,0
1411434523399,0001101100010110,0000000000000000,0000000000000000,6934,0,0
1411434523401,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434523403,0001101010000101,0000000000000000,0000000000000000,6789,0,0
1411434523405,0001101100100110,0000000000000000,0000000000000000,6950,0,0
1411434523406,0001101011111110,0000000000000000,0000000000000000,6910,0,0
1411434523408,0001101100000110,0000000000000000,0000000000000000,6918,0,0
1411434523409,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434523411,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434523413,0001101100010110,0000000000000000,0000000000000000,6934,0,0
1411434523415,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434523416,0001101011110000,0000000000000000,0000000000000000,6896,0,0
1411434523418,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434523419,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434523421,0001101011001000,0000000000000000,0000000000000000,6856,0,0
1411434523423,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434523424,0001101011110100,0000000000000000,0000000000000000,6900,0,0
1411434523426,0001101100110111,0000000000000000,0000000000000000,6967,0,0
1411434523428,0001101100101001,0000000000000000,0000000000000000,6953,0,0
1411434523429,0001101011101011,0000000000000000,0000000000000000,6891,0,0
1411434523431,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434523433,0001101100011001,0000000000000000,0000000000000000,6937,0,0
1411434523434,0001101011110100,0000000000000000,0000000000000000,6900,0,0
1411434523436,0001101100101011,0000000000000000,0000000000000000,6955,0,0
1411434523438,0001101011010010,0000000000000000,0000000000000000,6866,0,0
1411434523439,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434523441,0001101011001011,0000000000000000,0000000000000000,6859,0,0
1411434523443,0001101100000010,0000000000000000,0000000000000000,6914,0,0
1411434523444,0001101100101100,0000000000000000,0000000000000000,6956,0,0
1411434523446,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434523448,0001101011110001,0000000000000000,0000000000000000,6897,0,0
1411434523449,0001101100100000,0000000000000000,0000000000000000,6944,0,0
1411434523451,0001101100001000,0000000000000000,0000000000000000,6920,0,0
1411434523453,0001101100000010,0000000000000000,0000000000000000,6914,0,0
1411434523454,0001101011101110,0000000000000000,0000000000000000,6894,0,0
1411434523456,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434523458,0001101100010011,0000000000000000,0000000000000000,6931,0,0
1411434523459,0001101101001011,0000000000000000,0000000000000000,6987,0,0
1411434523461,0001101010010110,0000000000000000,0000000000000000,6806,0,0
1411434523463,0001101100100010,0000000000000000,0000000000000000,6946,0,0
